Name,Tooth,Class1,Class2,Classify,Exclude
STS_52a_ULM2,M2,*,STS,*,*
STS_56_ULM2,M2,*,STS,*,*
STW_183_ULM2,M2,*,STW,*,*
STW_188_URM2,M2,*,STW,*,*
STW_252I_ULM2,M2,*,STW,*,*
STW_280_ULM2,M2,*,STW,*,*
STW_529_ULM2,M2,*,STW,*,*
TM_1517a_ULM2,M2,*,TM,*,*
TM_1517C_URM2,M2,*,TM,*,*
AL200-1a_URM3,M3,*,AL200-1a,*,*
AL333x-1_URM3,M3,*,AL333x-1,*,*
AL486-1_ULM3,M3,*,AL486-1,*,*
Ased_ULM3,M3,*,Ased,*,*
Ased_URM3,M3,*,Ased,*,*
DNH_54_ULM3,M3,*,DNH,*,*
KNM-ER_807_URM3,M3,*,KNM-ER,*,*
KNM-ER_1813_ULM3,M3,*,KNM-ER,*,*
L398-573_ULM3,M3,*,L398-573,*,*
OH13_URM3,M3,*,OH13,*,*
OH15_URM3,M3,*,OH15,*,*
OH16_ULM3,M3,*,OH16,*,*
Prob_DNH_3_ULM3,M3,*,Prob,*,*
Prob_SK16_ULM3,M3,*,Prob,*,*
Prob_SK3975_ULM3,M3,*,Prob,*,*
Prob_SK3977_URM3,M3,*,Prob,*,*
Prob_SK_831A_ULM3,M3,*,Prob,*,*
Prob_SK_3975_ULM3,M3,*,Prob,*,*
Prob_SK_3977_URM3,M3,*,Prob,*,*
Prob_SKX21841_URM3,M3,*,Prob,*,*
Prob_TM1517C_URM3,M3,*,Prob,*,*
SK_13.14_URM3,M3,*,SK,*,*
SK_52_URM3,M3,*,SK,*,*
SK_105_ULM3,M3,*,SK,*,*
SK_847_UM3,M3,*,SK,*,*
STS_28_URM3,M3,*,STS,*,*
STS_37_ULM3,M3,*,STS,*,*
STS_52a_URM3,M3,*,STS,*,*
STS_53_ULM3,M3,*,STS,*,*
STW6_ULM3,M3,*,STW6,*,*
STW179_ULM3,M3,*,STW179,*,*
STW183_URM3,M3,*,STW183,*,*
STW189_ULM3,M3,*,STW189,*,*
STW252H_URM3,M3,*,STW252H,*,*
UW105-676_URM,RM,*,UW105-676,*,*
UW105_681_URM,RM,*,UW105,*,*
UW_105_042_URM1,M1,*,UW,*,*
