Name,Tooth,Class1,Class2,Classify,Exclude
TM_1517C_URM2,M2,*,Prob,*,ex
AL200-1a_URM3,M3,*,Aus,*,*
AL333x-1_URM3,M3,*,Aus,*,*
AL486-1_ULM3,M3,*,Aus,*,*
Ased_ULM3,M3,*,Aus,*,*
Ased_URM3,M3,*,Aus,*,*
DNH_54_ULM3,M3,*,Prob,*,*
KNM-ER_807_URM3,M3,*,Early Homo,*,*
KNM-ER_1813_ULM3,M3,*,Early Homo,*,*
L398-573_ULM3,M3,*,Early Homo,*,*
OH13_URM3,M3,*,Early Homo,*,*
OH15_URM3,M3,*,Early Homo,*,*
OH16_ULM3,M3,*,Early Homo,*,*
Prob_DNH_3_ULM3,M3,*,Prob,*,*
Prob_SK16_ULM3,M3,*,Prob,*,*
Prob_SK3975_ULM3,M3,*,Prob,*,*
Prob_SK3977_URM3,M3,*,Prob,*,*
Prob_SK_831A_ULM3,M3,*,Prob,*,*
Prob_SK_3975_ULM3,M3,*,Prob,*,*
Prob_SK_3977_URM3,M3,*,Prob,*,*
Prob_SKX21841_URM3,M3,*,Prob,*,*
Prob_TM1517C_URM3,M3,*,Prob,*,*
SK_13.14_URM3,M3,*,Prob,*,*
SK_52_URM3,M3,*,Prob,*,*
SK_105_ULM3,M3,*,Prob,*,*
SK_847_UM3,M3,*,Prob,*,*
STS_28_URM3,M3,*,Aus,*,*
STS_37_ULM3,M3,*,Aus,*,*
STS_52a_URM3,M3,*,Aus,*,*
STS_53_ULM3,M3,*,Aus,*,*
STW6_ULM3,M3,*,Aus,*,*
STW179_ULM3,M3,*,Aus,*,*
STW183_URM3,M3,*,Aus,*,*
STW189_ULM3,M3,*,Aus,*,*
STW252H_URM3,M3,*,Aus,*,*
UW105-676_URM,M3,*,UW105,*,*
UW105_681_URM,M2,*,UW105,classify,ex
UW_105_042_URM1,M1,*,UW105,*,ex
UW_105_074_URM,M3,*,UW105,classify,*
